name,age,gender,salary,education,years of service
Jillian Mcgrath,60,Female,92774,M.S.,7
Christopher Knight,27,Female,80550,M.S.,13
Tammy Jones,64,Male,87224,Bachelor's,11
Kristen Gonzalez,53,Male,60403,Bachelor's,27
Erica Christian,28,Male,50468,M.S.,4
Mr. James Weber,48,Male,52959,M.S.,1
Paul Stein,38,Female,92653,Ph.D.,19
Heather Lopez,41,Female,80595,M.S.,26
Michael Soto,63,Male,88394,Bachelor's,15
Melissa Thompson,30,Male,76421,M.S.,3
Nancy Taylor,42,Male,54283,Ph.D.,18
Jamie Patterson,44,Male,80939,Bachelor's,16
Michelle Ferrell,41,Male,69483,Bachelor's,26
Natalie Little,55,Male,98065,M.S.,6
Olivia Kelley MD,57,Female,55105,Ph.D.,16
Philip Nguyen,38,Female,77450,M.S.,20
Brittany Jones,31,Female,80928,Bachelor's,16
Erik Watts,53,Male,71676,M.S.,1
Kyle Lee,63,Male,71839,M.S.,16
Chelsea Suarez,37,Female,56912,Ph.D.,1
Helen Collins,65,Male,56461,Ph.D.,19
Raymond Smith,37,Female,58625,Ph.D.,19
Ashley Clark,39,Male,52162,M.S.,28
Daniel Stephens,48,Male,93783,Ph.D.,23
Victor Jones,30,Male,67479,Bachelor's,23
Tanya Dominguez,44,Male,90294,Bachelor's,28
Stacey Bowman,31,Male,97937,Ph.D.,20
Thomas Foster,50,Female,59515,M.S.,4
Sherry Love,51,Male,53972,Ph.D.,22
Mrs. Kimberly Miller,35,Male,51646,Bachelor's,1
Megan Fernandez,44,Male,71915,Bachelor's,28
Richard Roberson,43,Female,68912,Bachelor's,26
Patricia Case,34,Male,90716,Bachelor's,15
Derrick Collins,41,Male,92103,Ph.D.,19
Christopher Peck,57,Female,74884,Bachelor's,2
Preston Cox,35,Female,86683,Ph.D.,1
Chelsey Cook,54,Female,52214,Ph.D.,3
Jose Williams,64,Female,53700,Ph.D.,7
Andrew Long,33,Male,53439,Ph.D.,3
Michael Maldonado,58,Female,93125,Ph.D.,10
William Patrick,51,Female,63643,M.S.,1
Stephanie Martin,38,Female,82088,Ph.D.,26
Jamie Harris,58,Female,67496,Ph.D.,15
Jason Douglas,51,Female,62409,M.S.,5
Andrew Stephens,42,Male,94678,Bachelor's,10
Sheryl Stewart,28,Male,83313,Ph.D.,19
Stacy Vega,25,Female,57417,Ph.D.,10
Jorge Craig,39,Female,93916,M.S.,28
Dr. Brittany Browning DDS,30,Female,91787,Bachelor's,7
Evan Garza,49,Male,99333,Bachelor's,23
Joshua Harris,45,Female,84130,Ph.D.,16
Brandi Richardson,50,Female,74750,Bachelor's,10
Samuel Morgan,53,Female,90748,Bachelor's,27
Karen Holt,34,Female,68688,Ph.D.,1
Victoria Wilson,41,Female,82658,Bachelor's,1
Cynthia Jimenez,38,Female,73835,Bachelor's,23
Amy Luna,35,Female,83222,Ph.D.,29
Katherine Baker,49,Male,56307,Bachelor's,24
Casey Young,26,Female,60032,M.S.,23
Breanna Becker,54,Male,54691,Ph.D.,11
Kerry Griffin,46,Male,95097,Ph.D.,30
Elizabeth Flores,52,Female,60907,Bachelor's,12
Sandra Davis,60,Male,54620,Bachelor's,16
Erica Cordova,51,Female,96292,Bachelor's,15
Cindy Rangel,25,Female,77212,M.S.,21
Samantha Williams,29,Male,68244,Ph.D.,2
Regina Walton,49,Female,95607,Ph.D.,19
Alexandra Williams,58,Male,91483,Bachelor's,13
Cynthia Lopez,26,Male,73322,M.S.,18
Michael Norris,52,Female,53211,M.S.,18
Cynthia Stanton,29,Male,62482,Ph.D.,2
David Jimenez,48,Male,74439,Ph.D.,8
Alisha Cruz,47,Male,61685,Bachelor's,26
Jonathan Wang,56,Female,69932,M.S.,18
Sarah Vargas,46,Male,85048,Bachelor's,21
Benjamin Davis,42,Male,71463,Ph.D.,2
Latoya Robles,65,Female,56807,Bachelor's,21
Patrick Franklin,28,Female,56658,Ph.D.,11
Ashley Morales,42,Female,86397,Bachelor's,1
Amanda Houston,36,Male,60827,Bachelor's,22
Laura Smith,63,Male,81817,M.S.,7
Lori Duncan,57,Female,85199,M.S.,21
Jacqueline Rodriguez,35,Female,74465,Bachelor's,26
Taylor Stevens,52,Male,74594,Bachelor's,17
Alexis Ramirez DDS,47,Male,65221,Bachelor's,15
Harry Collins,44,Female,59436,Bachelor's,2
Jennifer Gray,60,Male,97389,M.S.,27
Douglas Velasquez,48,Female,55485,Ph.D.,20
Frank Fuller,42,Male,88849,M.S.,23
Julie Bryant,50,Male,99512,Bachelor's,13
Steve Moore,35,Female,97482,Bachelor's,29
Megan Gonzalez,29,Female,64287,Ph.D.,11
Sarah Thompson,53,Male,72474,M.S.,22
Matthew Wood,28,Female,56705,Bachelor's,12
Laura Morse,53,Male,95856,M.S.,16
Nathan Mckenzie,49,Male,64876,M.S.,7
Andrea Smith,51,Male,81007,Bachelor's,1
Jessica Brewer,55,Male,70464,M.S.,18
Shelley Garcia,54,Male,87069,Bachelor's,17
Robin Adams,59,Male,60932,M.S.,28
Alexander Koch,57,Female,87898,Ph.D.,22
Brian Ware,52,Female,82982,Ph.D.,14
Dana Hardin,36,Female,53956,Ph.D.,22
Audrey Jensen,34,Male,99981,Bachelor's,8
Jordan Garza,53,Male,60068,Ph.D.,5
Mark Gilmore,36,Female,95691,Bachelor's,9
Benjamin Willis,53,Female,76683,Ph.D.,28
Melissa Bean,25,Female,78957,M.S.,25
Brian Vance,43,Female,91910,Bachelor's,14
Ms. Sarah Long MD,56,Female,56681,M.S.,21
Terri Garcia,25,Female,62626,Ph.D.,15
Robert Olson,27,Male,73533,Bachelor's,8
Jeremy Willis,41,Male,81649,M.S.,29
Michael Moreno,49,Female,63605,Ph.D.,8
Alexander Martinez,65,Male,94389,M.S.,5
Ashley Friedman,43,Female,51204,Ph.D.,6
Mrs. Deborah Gonzalez,37,Male,80413,Bachelor's,30
Katherine Lee,30,Female,92137,Bachelor's,3
David King,62,Female,98232,Ph.D.,8
Christopher Allen,57,Male,51880,M.S.,7
Jessica Bullock,61,Male,83951,M.S.,21
Jackie Stanley,50,Female,73105,Bachelor's,24
Lauren Davis,45,Male,69413,Ph.D.,3
Michael Cohen,55,Male,97206,Ph.D.,17
April Rosales,44,Female,68737,M.S.,19
Marissa Pope,34,Female,61368,Bachelor's,26
Richard Hernandez,57,Female,98708,M.S.,20
Joy Wilkins,35,Female,74548,Ph.D.,25
Matthew Nichols,33,Female,98442,M.S.,1
James Fowler,57,Female,51426,Ph.D.,25
Rachael Warren,41,Female,66342,M.S.,14
Zachary Reid,35,Female,67933,Ph.D.,6
Charles Gonzalez,65,Female,54529,Ph.D.,1
Mr. Eric Cohen MD,33,Female,96021,Ph.D.,4
Hannah Kelley MD,65,Male,65686,M.S.,18
John Russell,47,Male,66155,Ph.D.,22
Ashley Hubbard,35,Female,65107,Ph.D.,9
Joshua Hicks,25,Male,93233,Bachelor's,27
Candace Bird,60,Male,71742,Bachelor's,18
Colleen Reilly,27,Female,76900,M.S.,18
Benjamin Vega,49,Male,65574,Ph.D.,11
William Richardson,27,Male,73388,Ph.D.,11
Natasha Cobb,49,Male,66031,M.S.,21
Heidi Luna,35,Female,53187,Ph.D.,20
John Bell,54,Male,80531,Bachelor's,2
Jordan Figueroa,25,Female,91351,Bachelor's,28
Evan Cook,58,Male,57113,Bachelor's,5
Donna Reese,33,Male,92277,Ph.D.,25
Steven Fernandez,65,Female,51810,Ph.D.,17
Anthony Pearson DVM,51,Male,67017,Bachelor's,8
Troy Klein,50,Female,98443,M.S.,9
Wendy Black,48,Male,87707,Bachelor's,24
Renee Lawson,33,Female,76896,Bachelor's,18
Dr. Elizabeth Wilson,49,Male,65987,Ph.D.,17
Joseph Estrada,30,Female,73823,Bachelor's,19
Bruce Rodriguez,48,Male,89263,Ph.D.,6
Dana Hodge,36,Female,78801,Ph.D.,1
Jacqueline Tucker,49,Male,95705,Bachelor's,13
Michael Hill,48,Female,53011,M.S.,3
Julie Stewart,27,Male,99422,M.S.,30
Anna Bailey,32,Female,80093,Ph.D.,26
Stephanie Hopkins,58,Female,83378,M.S.,12
Christopher Sellers,50,Female,84262,M.S.,29
Matthew Russell,44,Male,52935,Ph.D.,20
Gerald Oneal,35,Male,76716,M.S.,4
Melinda Crawford,33,Male,99383,M.S.,22
James Jenkins,63,Male,98535,Bachelor's,21
Patricia Figueroa,28,Female,66272,Ph.D.,28
Jeffrey Thomas,27,Female,51977,Bachelor's,6
Allison Zuniga,36,Female,55409,M.S.,8
Mary Espinoza,61,Male,53687,Ph.D.,23
Matthew Miller,29,Male,50320,Ph.D.,21
Jill Vasquez,47,Female,67831,M.S.,9
Tonya Sweeney,30,Male,83953,Bachelor's,8
Alison Wilkinson,32,Male,66236,M.S.,4
Kimberly Meyers,42,Male,81654,M.S.,2
Debra Elliott,46,Female,85569,M.S.,28
Deborah Davis,34,Female,87303,Ph.D.,22
Mr. Andrew Fleming,38,Male,58193,M.S.,11
Eric Davis,57,Female,99930,Bachelor's,21
Matthew Shaw,46,Male,51310,Ph.D.,20
Kathryn Wong,36,Female,53484,Bachelor's,4
Tina Ayers,32,Male,85963,Ph.D.,21
Lori Russell,49,Female,94958,Bachelor's,30
John Mathis,25,Male,93857,Bachelor's,26
Derrick Johnson,50,Female,57915,Bachelor's,14
Holly Perez,55,Male,70844,Bachelor's,23
Carla Burton,25,Male,76177,M.S.,27
Michelle Perry,64,Female,77012,Ph.D.,22
Adam Jordan,54,Male,88163,Ph.D.,27
John Vang,49,Male,86539,Ph.D.,4
Angela White,44,Male,68397,M.S.,11
Manuel Whitaker,40,Female,99993,M.S.,30
Daniel Ingram,53,Female,85511,Bachelor's,3
Miss Anna Williams,33,Female,73212,M.S.,14
Douglas Villarreal,34,Male,62785,M.S.,18
Laura Watts,33,Female,79490,Ph.D.,15
Andrew Walker,45,Male,71159,M.S.,30
Jonathan Adkins,61,Female,91094,Ph.D.,23
Jamie Carter,31,Female,58945,Bachelor's,11
Laurie Williams,57,Male,97033,Bachelor's,18
Edward Scott,48,Male,97808,Ph.D.,30
George Austin,42,Male,76451,M.S.,7
Samantha Smith,44,Male,53220,M.S.,14
Victor Young,57,Female,94941,Ph.D.,21
Katherine Davis,41,Female,64252,Ph.D.,1
Tristan Watts,38,Female,71819,Ph.D.,8
Brian Gordon,26,Female,70841,M.S.,18
Natalie Jackson,49,Female,54498,M.S.,5
Sandra Hansen,26,Male,92606,Ph.D.,25
Amy Carr,52,Female,63905,Bachelor's,18
Caitlin Butler,38,Female,51373,Ph.D.,21
Brian Simmons,32,Female,78595,Bachelor's,20
Bradley Lee,41,Male,62787,Bachelor's,4
James Austin,56,Male,88716,M.S.,1
Mariah Mccann,65,Male,65847,Bachelor's,11
Dylan Hardy,45,Female,85125,M.S.,15
Patty Jones,29,Female,87649,M.S.,1
Suzanne Taylor,45,Female,85074,Ph.D.,28
Cristian Adams,35,Male,55124,Bachelor's,29
Leah Perez,64,Male,93074,Bachelor's,26
Mrs. Crystal Dean MD,30,Male,97366,M.S.,25
Michael Mathis,35,Male,69638,Bachelor's,28
Amanda Yates,49,Male,55053,M.S.,3
Kenneth Strong,47,Female,81625,M.S.,9
Dennis Weber,62,Female,70079,Ph.D.,5
Ronald Black,57,Female,87817,M.S.,30
Sheila Clark,31,Female,57179,M.S.,3
Christy Wallace,40,Male,52996,Ph.D.,27
Destiny Werner,63,Female,87282,Bachelor's,5
Emily Davis,64,Male,74689,M.S.,1
Patrick Fuller,35,Male,82078,Bachelor's,5
James Davis,56,Male,65197,Bachelor's,26
Joseph Oliver,37,Male,98710,Bachelor's,17
Danielle Fuentes,45,Male,96475,Bachelor's,5
John Hernandez,47,Female,96794,M.S.,3
Erik Mueller,27,Female,75629,Bachelor's,23
Bruce Hammond DDS,56,Female,74727,Ph.D.,2
Shannon Kelly,53,Male,97958,Bachelor's,3
Zachary Meyers,43,Female,99577,Ph.D.,6
Sara Day,39,Female,95827,Bachelor's,13
Michele Spencer,40,Female,88500,Ph.D.,30
Donna Jensen,44,Male,98641,M.S.,22
Sarah Franklin,31,Female,79525,M.S.,19
Barbara Miller,64,Male,67160,Bachelor's,21
Jonathan Thompson,43,Female,69570,Bachelor's,13
John Farrell,35,Female,88431,M.S.,1
Shawn Francis,55,Male,71119,Ph.D.,16
Cody Smith,33,Male,76092,M.S.,19
Jeffrey Garcia,61,Female,65289,Ph.D.,2
Chad Garza MD,41,Male,95406,M.S.,26
Nicole Holland,29,Female,66544,Bachelor's,10
Travis Clay,28,Male,99929,Bachelor's,3
Stephen Green,32,Female,58934,Bachelor's,17
Joy Vargas,51,Female,88483,Ph.D.,27
Lynn Perez,49,Male,70866,Ph.D.,26
Kevin Whitney,27,Female,53834,Ph.D.,5
Eric Cuevas,31,Female,85058,M.S.,26
Matthew Morrison,29,Male,79622,Bachelor's,2
Katherine James,63,Male,55629,M.S.,21
Stephanie Miller,59,Female,57407,M.S.,9
Amy Shields,60,Male,85405,Bachelor's,15
Dawn Steele,53,Female,95071,Bachelor's,17
Carrie Garcia,32,Female,72780,Ph.D.,13
Stephanie Hardy,54,Male,90184,Ph.D.,11
James Lewis,58,Male,79301,Bachelor's,3
Jeanne Olson,58,Female,69832,Bachelor's,26
Nicholas Rivas,65,Male,88343,Bachelor's,25
Ruth Greer,31,Male,53659,Bachelor's,28
Dr. Richard Owens,56,Male,96204,Ph.D.,14
Brandi Kelly,63,Female,94875,Bachelor's,24
Audrey Vargas,54,Female,67823,M.S.,1
Jennifer Jacobs,52,Female,79945,Ph.D.,13
John Sanders,47,Male,89814,M.S.,7
Kelsey Johnson,38,Female,81368,M.S.,30
Amanda Madden,59,Male,56030,Bachelor's,8
Corey Miller,47,Female,75114,Ph.D.,10
Laura Clark,43,Male,64485,Ph.D.,11
Jasmine Rodriguez,44,Male,76580,Ph.D.,18
Valerie Fox,36,Male,73083,M.S.,3
Cheryl Ramirez,54,Female,52069,Bachelor's,1
Denise Vazquez,41,Male,77472,Ph.D.,20
Kristina Wallace,45,Male,70448,M.S.,7
Travis Nicholson MD,32,Female,94801,Bachelor's,1
David Fox,43,Female,96486,Ph.D.,5
Angela Powell,30,Male,85242,Ph.D.,21
David Rivera,64,Male,93027,Ph.D.,13
Natalie Green,41,Female,58693,Ph.D.,12
Karen Gibbs,64,Male,84627,Bachelor's,16
James Clark,47,Male,91683,M.S.,4
Daniel Dixon,55,Female,66878,M.S.,4
George Johnson,48,Female,85069,M.S.,8
Darrell Snyder,44,Male,57195,Ph.D.,20
Ann Cortez,27,Male,65851,M.S.,25
Maria Ramirez,39,Female,92544,Bachelor's,6
Susan Smith,34,Female,91646,M.S.,15
Carol Warner,51,Male,68532,M.S.,30
Joshua Burgess,49,Male,57233,Ph.D.,20
Clifford Turner,56,Male,74680,M.S.,16
Ashley Petty,26,Female,99954,Ph.D.,18
Jared Oneal,38,Female,86067,Ph.D.,29
Lisa Shepard,54,Female,83760,Ph.D.,6
Stephanie Mcclure,63,Female,66412,Bachelor's,1
Lori Williams,64,Female,63152,Ph.D.,26
Cynthia Johnson,58,Female,80052,Bachelor's,13
Theresa Knight,43,Female,80089,Bachelor's,26
Lisa House,42,Female,75774,Bachelor's,20
Elizabeth Diaz,27,Female,88156,Bachelor's,23
Jacqueline Burns,62,Male,95123,Ph.D.,14
Patricia Brown,35,Female,83701,M.S.,15
Laura Massey,60,Male,50321,Ph.D.,26
Jonathan Wells,46,Male,87979,Bachelor's,27
Jeffrey Sims,61,Female,80868,Bachelor's,5
Alexandra Hernandez,60,Female,61142,Bachelor's,13
Mrs. Michelle Kane MD,65,Male,72934,M.S.,29
Christopher Ramirez,51,Female,63299,M.S.,29
Steve Scott,35,Female,68612,Ph.D.,20
Billy Adams,38,Female,65116,Ph.D.,16
Nathan Salas,36,Female,63274,Ph.D.,14
Christopher Robinson,65,Male,54048,M.S.,13
Scott Garcia,45,Female,65499,Bachelor's,22
Catherine Hansen DVM,34,Male,63012,Ph.D.,20
Ashley Chang,49,Female,94571,Bachelor's,25
John Gillespie,56,Female,83519,M.S.,25
Phillip Thompson,36,Male,85716,Bachelor's,12
Nathan Bullock,56,Female,52246,M.S.,3
Eric Weber,37,Female,73694,M.S.,2
John Mcclain,35,Female,89893,Bachelor's,19
Jordan Hudson,33,Male,94516,M.S.,22
Douglas Booker,51,Male,81270,Ph.D.,6
Shelley Harris,63,Male,97325,Ph.D.,15
Mary Johnson,28,Female,90613,M.S.,28
Steven Alvarez,63,Female,50947,Ph.D.,18
Christina Jordan,47,Male,65702,Ph.D.,19
Natalie May,33,Male,81247,Ph.D.,30
Suzanne Jordan,26,Female,53596,M.S.,24
Daniel Harrell,63,Female,67544,M.S.,15
Jason Franklin,57,Male,85729,Bachelor's,22
Emily Olson,47,Female,56419,M.S.,11
Michael Hoffman,46,Male,58745,Ph.D.,19
Ms. Alexandria Parrish,36,Female,76923,M.S.,10
Kathleen Porter,63,Male,87271,M.S.,28
Brian Cortez,50,Female,52548,Bachelor's,4
Sherry Grimes,43,Female,78408,Bachelor's,25
Patricia Wallace,27,Female,84256,M.S.,24
Jorge Rowe,47,Female,70675,M.S.,24
Nicole Perez,50,Male,63199,Bachelor's,29
Barbara Brown,36,Male,93730,M.S.,26
Amy Atkinson,40,Female,82131,Bachelor's,12
Catherine Phillips,31,Female,62026,Bachelor's,6
John Atkinson,65,Male,99716,Ph.D.,15
Mathew Kim,53,Female,65753,Ph.D.,27
Jeffrey Malone,33,Female,59789,M.S.,19
Eduardo Hunt,27,Female,71681,M.S.,28
John Sandoval,56,Female,55957,Bachelor's,9
David Carson,57,Female,66231,M.S.,18
Anne Moreno,53,Male,91089,Ph.D.,3
Andrew Navarro,40,Female,64342,Ph.D.,7
Catherine Morton,34,Female,75497,Ph.D.,21
Kenneth Mason,30,Female,66165,M.S.,29
Jonathan Taylor,52,Male,84163,Ph.D.,6
Alexa Cooper,28,Female,78725,Bachelor's,21
Matthew Brewer,65,Male,89861,M.S.,5
Patricia Anderson,57,Female,52249,Bachelor's,4
Keith Lane,54,Male,89566,Ph.D.,15
Jennifer Elliott,28,Female,76007,M.S.,23
Melissa Cameron,50,Male,50387,Bachelor's,17
Daniel Williamson,60,Female,50743,Ph.D.,23
William Smith,42,Female,90037,Bachelor's,29
Christopher Kelly,35,Female,96267,Bachelor's,4
Brendan Stevens,56,Female,69855,M.S.,27
Andrew Velazquez,28,Female,81531,Ph.D.,13
Andrea Adams,25,Male,71622,Ph.D.,27
David Watts MD,44,Male,72365,Bachelor's,30
Shannon Jennings,33,Male,56009,Bachelor's,22
Robert Bennett,58,Male,91074,Bachelor's,9
Kevin Williams,29,Male,55566,M.S.,4
Pamela Newton,38,Male,85138,M.S.,1
Christina Ramos,30,Female,61964,Bachelor's,17
Victoria Cooley,25,Female,93105,M.S.,25
Susan Rogers,53,Female,92644,Bachelor's,21
Patrick Olson,39,Male,70961,Ph.D.,20
Anthony Vega,53,Male,69073,Bachelor's,5
Matthew Whitaker PhD,52,Female,60725,Ph.D.,4
Erik Charles,50,Female,54209,Ph.D.,27
Melissa Miller,50,Female,71326,Bachelor's,20
Rebecca Brady,51,Female,90679,M.S.,13
Melissa Leon,29,Female,95101,Ph.D.,8
Kelly Wilson,54,Male,59755,Bachelor's,8
Holly Miller DDS,65,Male,70126,Ph.D.,9
Charles Strickland,53,Female,57918,Ph.D.,20
Carmen Martinez,62,Male,70892,Bachelor's,4
Tyler Silva,28,Male,66820,Ph.D.,5
Michael Herman,51,Female,71373,M.S.,15
Lisa Patton,29,Male,99267,Bachelor's,8
Ronald Smith,55,Female,72845,Ph.D.,25
Angela Pearson,47,Male,97712,M.S.,11
Hannah Johnston,43,Male,51768,M.S.,29
Thomas Mason PhD,41,Male,85952,Ph.D.,1
Patricia Jones,35,Female,90236,M.S.,18
Benjamin Russell,39,Female,60344,Bachelor's,9
Janice Carroll,33,Female,63704,M.S.,1
Kimberly Mcgee,53,Male,71666,Bachelor's,8
Matthew Tanner,44,Female,65970,Ph.D.,14
Kimberly Gonzalez,48,Male,66775,Ph.D.,16
Jody Floyd,49,Male,53793,M.S.,12
Dr. Daniel Garcia,60,Female,90500,Bachelor's,29
Willie Perry,36,Female,72019,Bachelor's,15
Frank Burns,44,Female,56810,Bachelor's,9
William Garza,63,Female,77497,Ph.D.,12
Daniel Duffy,65,Male,64088,M.S.,11
Eric Robinson Jr.,54,Female,77776,Ph.D.,8
Karl Johns,41,Female,89154,Bachelor's,30
Mary Ray,36,Male,74469,M.S.,25
Casey Williamson,56,Male,93450,Bachelor's,18
Craig Robinson,37,Male,57513,M.S.,2
Brian Gamble,61,Female,85774,Bachelor's,5
Richard Gibson,62,Female,89381,Ph.D.,25
Melissa Davies,63,Female,61851,Bachelor's,14
Linda Daugherty,62,Male,93537,Bachelor's,29
Heather Patton,32,Female,98283,M.S.,8
Derrick Anderson PhD,54,Male,61372,Bachelor's,16
Daniel Wright,36,Male,68298,M.S.,28
Bobby Phillips,42,Female,67714,Bachelor's,7
Scott Evans,37,Male,93074,Ph.D.,12
Jo Wells,48,Male,64377,Bachelor's,2
Timothy Johnson,32,Female,74135,Bachelor's,13
Karen Diaz,29,Female,68828,M.S.,28
Cheyenne Vargas,31,Male,79313,Bachelor's,19
Jennifer Moore,30,Male,68323,M.S.,16
Jennifer Williams,33,Male,51585,Bachelor's,21
Charles Evans,37,Male,73183,M.S.,27
Allison Perry,25,Male,81266,M.S.,13
Christopher Brock,38,Female,63940,M.S.,9
Amanda Schroeder,40,Female,53173,Bachelor's,15
Amanda Powell,37,Male,63095,Ph.D.,7
Jesus Martinez,33,Female,59160,M.S.,26
Karen Moore,40,Male,83866,M.S.,10
Dana Anderson,29,Female,61111,Bachelor's,14
Robert Brown,32,Male,71634,Bachelor's,29
Kenneth Anderson,59,Male,71852,Ph.D.,29
Ashley Miller,51,Female,68381,Ph.D.,20
Timothy Walker,59,Female,74802,Ph.D.,12
Cassandra Carr,29,Male,97061,Ph.D.,21
Michelle Hensley,60,Female,93115,Ph.D.,14
Ryan Rodriguez,32,Female,67012,M.S.,1
Katherine Jennings,30,Male,88477,Bachelor's,12
Kellie Chambers,59,Male,66215,Bachelor's,22
Tyler Stevenson,43,Female,53309,Bachelor's,10
Steven Smith,53,Male,59424,Ph.D.,4
Brian Hansen,54,Female,92066,Ph.D.,25
Daniel Lowery,51,Female,86843,M.S.,2
Virginia Campbell,65,Male,99430,Ph.D.,24
Candace Martinez,30,Male,74103,Bachelor's,1
Tammy Thomas,51,Male,95526,M.S.,30
Jamie Jordan,55,Female,69581,Bachelor's,18
Cynthia Martinez,64,Female,72474,Ph.D.,7
Michele Hayes,40,Female,79547,M.S.,25
Robert Lawrence,37,Female,68684,Bachelor's,14
Tina Hansen,51,Female,58967,Bachelor's,20
Joseph Mcintyre,63,Male,80166,M.S.,17
Nicole Baker,63,Female,92065,Bachelor's,19
Emily Nelson,34,Female,66465,M.S.,30
Adam Butler,49,Female,59064,M.S.,16
Krystal Pope,62,Male,85708,Ph.D.,2
Adam Blevins,46,Female,80552,Bachelor's,8
Brenda Webb,61,Male,54602,M.S.,18
Daniel Gomez,52,Male,97396,Ph.D.,10
Melissa Cunningham,34,Female,91773,Bachelor's,25
Chad Whitney,51,Male,84701,Ph.D.,10
Victoria Jones,45,Female,58185,Bachelor's,13
Darrell Simon,43,Female,60116,Ph.D.,5
Anthony Kim,58,Male,58213,Bachelor's,30
John Jackson,63,Male,73015,Bachelor's,4
Robin Molina,43,Female,97517,M.S.,3
Jennifer Riley,28,Male,97695,M.S.,5
Erica Campos,30,Female,90884,M.S.,16
Lisa West,56,Female,57043,Bachelor's,18
Kelly Adams,37,Female,53095,Ph.D.,29
Bradley Valencia,52,Female,55899,M.S.,9
Diane Rodriguez,34,Male,71343,Bachelor's,1
John Anderson,57,Female,57688,M.S.,13
Matthew Vega,45,Female,76040,M.S.,9
Jessica Pittman,51,Male,60211,M.S.,23
Michael Young,27,Male,87249,Bachelor's,18
Jim Dominguez,39,Female,60437,M.S.,15
Emily Powell,48,Male,99398,Ph.D.,1
Micheal Barnett,41,Female,90570,M.S.,28
Suzanne Gonzales,39,Male,84255,M.S.,21
Charles Williams,25,Female,58641,Ph.D.,5
Brent White,49,Female,87001,Ph.D.,2
Kylie Park,53,Male,52328,Bachelor's,5
Jonathon Armstrong,61,Male,70161,Bachelor's,11
Briana Johnson,30,Female,65527,Ph.D.,2
Stephen Nguyen,59,Male,95133,M.S.,22
Catherine Fuller,46,Female,90212,Bachelor's,30
Gregory Fields,59,Male,53436,Bachelor's,22
Matthew Jordan,52,Male,93828,Bachelor's,28
Justin Mooney,51,Female,91812,Ph.D.,6
Ronnie Anderson,39,Male,71674,M.S.,19
Taylor Foster,38,Female,92030,Ph.D.,8
Robert Lamb,38,Female,91405,Ph.D.,10
Rebecca Lozano,53,Male,80700,Bachelor's,28
Mrs. Diane Harris,51,Male,53983,Ph.D.,19
Nancy Simmons,40,Female,79199,Bachelor's,2
Taylor Turner,37,Female,99345,M.S.,3
Heidi Lambert,31,Male,55570,Ph.D.,27
Thomas Clark,34,Male,54277,Ph.D.,1
Anita Gonzalez,50,Male,51397,Ph.D.,25
Mary Williams,28,Female,94040,Bachelor's,21
Keith Hansen,57,Male,77879,M.S.,14
Keith Warner,61,Male,95300,Ph.D.,2
Eric Faulkner,62,Female,83007,M.S.,17
Michelle Smith,47,Male,91046,M.S.,18
Henry Fitzpatrick,63,Female,69289,Ph.D.,28
Anthony Williams,29,Female,83341,M.S.,30
Zachary Rodriguez,35,Male,82797,Ph.D.,26
Gary Moore,34,Male,95688,Ph.D.,17
Daniel Sanders,63,Male,82603,Ph.D.,9
Daniel White,55,Male,67735,Ph.D.,4
Michael Martinez,29,Male,58907,Ph.D.,26
Anthony Reed,33,Female,51688,M.S.,22
Joshua Edwards,46,Male,81247,Ph.D.,17
Sarah Branch,60,Female,70979,Ph.D.,13
Gary Ray,30,Female,97812,Bachelor's,26
Juan Ellis,34,Male,60141,M.S.,24
Dana Garcia,54,Female,78329,Ph.D.,11
Maria Murphy,46,Male,65659,Bachelor's,13
Brandon Miles,40,Female,56025,M.S.,3
Melissa Hernandez,44,Female,72644,Bachelor's,12
Kelly Dickerson,51,Male,59044,M.S.,2
Vanessa Hill,40,Female,70680,Ph.D.,2
Diana Bean,40,Male,64433,Bachelor's,2
Jordan Henderson,56,Female,89812,Ph.D.,8
Sabrina Gaines,49,Female,67765,Bachelor's,1
Hannah Rivera,31,Female,57459,M.S.,18
Lawrence Martinez,43,Female,98436,Ph.D.,9
Paul Washington,41,Male,94546,Ph.D.,28
William Duffy,25,Female,74208,M.S.,13
Kristine Walker,44,Male,92689,M.S.,24
Ashley Griffin,64,Male,71287,Ph.D.,16
James Schneider,63,Female,96065,Bachelor's,8
William Bray,25,Male,81637,M.S.,27
Kenneth Rivera,58,Female,76588,M.S.,8
Rachel Dunn,29,Female,89224,Ph.D.,4
Maria Richard,26,Male,72993,M.S.,4
Paul Anderson,53,Male,89253,Bachelor's,24
Craig Mccarthy,50,Male,52179,Ph.D.,11
Jack Turner,39,Male,69572,M.S.,17
Ms. Amy Smith,50,Female,60634,M.S.,5
Dr. Kathleen Perez,40,Male,99910,M.S.,14
Jennifer King,44,Male,87442,M.S.,28
Jake Hoffman,41,Female,74139,M.S.,25
Kristin Davis,39,Male,87431,Ph.D.,6
Alisha Collins,40,Male,96463,M.S.,1
Olivia Sanchez,40,Female,63274,Ph.D.,24
Daniel Rhodes,57,Female,89692,M.S.,21
Danielle Jones,28,Male,92734,M.S.,2
Michael Bolton,61,Female,95550,Bachelor's,10
Jaime Peck,38,Male,72666,Bachelor's,20
Shannon Smith,61,Female,72332,M.S.,29
Richard Munoz,40,Male,63723,Bachelor's,29
Teresa Griffith,51,Male,64823,M.S.,21
